"תחנה","תאריך ושעה (שעון קיץ)","קרינה גלובלית (וואט/מ""ר)"
"בית דגן קרינה","18/05/2023 21:50","0"
"בית דגן קרינה","18/05/2023 22:00","0"
"בית דגן קרינה","18/05/2023 22:10","0"
"בית דגן קרינה","18/05/2023 22:20","0"
"בית דגן קרינה","18/05/2023 22:30","0"
"בית דגן קרינה","18/05/2023 22:40","0"
"בית דגן קרינה","18/05/2023 22:50","0"
"בית דגן קרינה","18/05/2023 23:00","0"
"בית דגן קרינה","18/05/2023 23:10","0"
"בית דגן קרינה","18/05/2023 23:20","0"
"בית דגן קרינה","18/05/2023 23:30","0"
"בית דגן קרינה","18/05/2023 23:40","0"
"בית דגן קרינה","18/05/2023 23:50","0"
"בית דגן קרינה","19/05/2023 00:00","0"
"בית דגן קרינה","19/05/2023 00:10","0"
"בית דגן קרינה","19/05/2023 00:20","0"
"בית דגן קרינה","19/05/2023 00:30","0"
"בית דגן קרינה","19/05/2023 00:40","0"
"בית דגן קרינה","19/05/2023 00:50","0"
"בית דגן קרינה","19/05/2023 01:00","0"
"בית דגן קרינה","19/05/2023 01:10","0"
"בית דגן קרינה","19/05/2023 01:20","0"
"בית דגן קרינה","19/05/2023 01:30","0"
"בית דגן קרינה","19/05/2023 01:40","0"
"בית דגן קרינה","19/05/2023 01:50","0"
"בית דגן קרינה","19/05/2023 02:00","0"
"בית דגן קרינה","19/05/2023 02:10","0"
"בית דגן קרינה","19/05/2023 02:20","0"
"בית דגן קרינה","19/05/2023 02:30","0"
"בית דגן קרינה","19/05/2023 02:40","0"
"בית דגן קרינה","19/05/2023 02:50","0"
"בית דגן קרינה","19/05/2023 03:00","0"
"בית דגן קרינה","19/05/2023 03:10","0"
"בית דגן קרינה","19/05/2023 03:20","0"
"בית דגן קרינה","19/05/2023 03:30","0"
"בית דגן קרינה","19/05/2023 03:40","0"
"בית דגן קרינה","19/05/2023 03:50","0"
"בית דגן קרינה","19/05/2023 04:00","0"
"בית דגן קרינה","19/05/2023 04:10","0"
"בית דגן קרינה","19/05/2023 04:20","0"
"בית דגן קרינה","19/05/2023 04:30","0"
"בית דגן קרינה","19/05/2023 04:40","0"
"בית דגן קרינה","19/05/2023 04:50","0"
"בית דגן קרינה","19/05/2023 05:00","0"
"בית דגן קרינה","19/05/2023 05:10","0"
"בית דגן קרינה","19/05/2023 05:20","0"
"בית דגן קרינה","19/05/2023 05:30","0"
"בית דגן קרינה","19/05/2023 05:40","0"
"בית דגן קרינה","19/05/2023 05:50","0"
"בית דגן קרינה","19/05/2023 06:00","16"
"בית דגן קרינה","19/05/2023 06:10","29"
"בית דגן קרינה","19/05/2023 06:20","42"
"בית דגן קרינה","19/05/2023 06:30","57"
"בית דגן קרינה","19/05/2023 06:40","77"
"בית דגן קרינה","19/05/2023 06:50","54"
"בית דגן קרינה","19/05/2023 07:00","61"
"בית דגן קרינה","19/05/2023 07:10","95"
"בית דגן קרינה","19/05/2023 07:20","121"
"בית דגן קרינה","19/05/2023 07:30","125"
"בית דגן קרינה","19/05/2023 07:40","103"
"בית דגן קרינה","19/05/2023 07:50","201"
"בית דגן קרינה","19/05/2023 08:00","272"
"בית דגן קרינה","19/05/2023 08:10","224"
"בית דגן קרינה","19/05/2023 08:20","150"
"בית דגן קרינה","19/05/2023 08:30","149"
"בית דגן קרינה","19/05/2023 08:40","437"
"בית דגן קרינה","19/05/2023 08:50","648"
"בית דגן קרינה","19/05/2023 09:00","749"
"בית דגן קרינה","19/05/2023 09:10","359"
"בית דגן קרינה","19/05/2023 09:20","409"
"בית דגן קרינה","19/05/2023 09:30","607"
"בית דגן קרינה","19/05/2023 09:40","633"
"בית דגן קרינה","19/05/2023 09:50","888"
"בית דגן קרינה","19/05/2023 10:00","379"
"בית דגן קרינה","19/05/2023 10:10","467"
"בית דגן קרינה","19/05/2023 10:20","947"
"בית דגן קרינה","19/05/2023 10:30","560"
"בית דגן קרינה","19/05/2023 10:40","956"
"בית דגן קרינה","19/05/2023 10:50","853"
"בית דגן קרינה","19/05/2023 11:00","942"
"בית דגן קרינה","19/05/2023 11:10","746"
"בית דגן קרינה","19/05/2023 11:20","1005"
"בית דגן קרינה","19/05/2023 11:30","810"
"בית דגן קרינה","19/05/2023 11:40","955"
"בית דגן קרינה","19/05/2023 11:50","724"
"בית דגן קרינה","19/05/2023 12:00","950"
"בית דגן קרינה","19/05/2023 12:10","889"
"בית דגן קרינה","19/05/2023 12:20","960"
"בית דגן קרינה","19/05/2023 12:30","823"
"בית דגן קרינה","19/05/2023 12:40","673"
"בית דגן קרינה","19/05/2023 12:50","994"
"בית דגן קרינה","19/05/2023 13:00","1066"
"בית דגן קרינה","19/05/2023 13:10","907"
"בית דגן קרינה","19/05/2023 13:20","962"
"בית דגן קרינה","19/05/2023 13:30","495"
"בית דגן קרינה","19/05/2023 13:40","589"
"בית דגן קרינה","19/05/2023 13:50","1022"
"בית דגן קרינה","19/05/2023 14:00","894"
"בית דגן קרינה","19/05/2023 14:10","971"
"בית דגן קרינה","19/05/2023 14:20","833"
"בית דגן קרינה","19/05/2023 14:30","967"
"בית דגן קרינה","19/05/2023 14:40","959"
"בית דגן קרינה","19/05/2023 14:50","865"
"בית דגן קרינה","19/05/2023 15:00","916"
"בית דגן קרינה","19/05/2023 15:10","861"
"בית דגן קרינה","19/05/2023 15:20","630"
"בית דגן קרינה","19/05/2023 15:30","677"
"בית דגן קרינה","19/05/2023 15:40","711"
"בית דגן קרינה","19/05/2023 15:50","420"
"בית דגן קרינה","19/05/2023 16:00","780"
"בית דגן קרינה","19/05/2023 16:10","738"
"בית דגן קרינה","19/05/2023 16:20","600"
"בית דגן קרינה","19/05/2023 16:30","632"
"בית דגן קרינה","19/05/2023 16:40","496"
"בית דגן קרינה","19/05/2023 16:50","289"
"בית דגן קרינה","19/05/2023 17:00","465"
"בית דגן קרינה","19/05/2023 17:10","511"
"בית דגן קרינה","19/05/2023 17:20","481"
"בית דגן קרינה","19/05/2023 17:30","300"
"בית דגן קרינה","19/05/2023 17:40","289"
"בית דגן קרינה","19/05/2023 17:50","278"
"בית דגן קרינה","19/05/2023 18:00","164"
"בית דגן קרינה","19/05/2023 18:10","210"
"בית דגן קרינה","19/05/2023 18:20","213"
"בית דגן קרינה","19/05/2023 18:30","158"
"בית דגן קרינה","19/05/2023 18:40","112"
"בית דגן קרינה","19/05/2023 18:50","81"
"בית דגן קרינה","19/05/2023 19:00","49"
"בית דגן קרינה","19/05/2023 19:10","39"
"בית דגן קרינה","19/05/2023 19:20","19"
"בית דגן קרינה","19/05/2023 19:30","0"
"בית דגן קרינה","19/05/2023 19:40","0"
"בית דגן קרינה","19/05/2023 19:50","0"
"בית דגן קרינה","19/05/2023 20:00","0"
"בית דגן קרינה","19/05/2023 20:10","0"
"בית דגן קרינה","19/05/2023 20:20","0"
"בית דגן קרינה","19/05/2023 20:30","0"
"בית דגן קרינה","19/05/2023 20:40","0"
"בית דגן קרינה","19/05/2023 20:50","0"
"בית דגן קרינה","19/05/2023 21:00","0"
"בית דגן קרינה","19/05/2023 21:10","0"
"בית דגן קרינה","19/05/2023 21:20","0"
"בית דגן קרינה","19/05/2023 21:30","0"
"בית דגן קרינה","19/05/2023 21:40","0"
"בית דגן קרינה","19/05/2023 21:50","0"
"בית דגן קרינה","19/05/2023 22:00","0"
"בית דגן קרינה","19/05/2023 22:10","0"
"בית דגן קרינה","19/05/2023 22:20","0"
"בית דגן קרינה","19/05/2023 22:30","0"
"בית דגן קרינה","19/05/2023 22:40","0"
"בית דגן קרינה","19/05/2023 22:50","0"
"בית דגן קרינה","19/05/2023 23:00","0"
"בית דגן קרינה","19/05/2023 23:10","0"
"בית דגן קרינה","19/05/2023 23:20","0"
"בית דגן קרינה","19/05/2023 23:30","0"
"בית דגן קרינה","19/05/2023 23:40","0"
"בית דגן קרינה","19/05/2023 23:50","0"
"בית דגן קרינה","20/05/2023 00:00","0"
"בית דגן קרינה","20/05/2023 00:10","0"
"בית דגן קרינה","20/05/2023 00:20","0"
"בית דגן קרינה","20/05/2023 00:30","0"
"בית דגן קרינה","20/05/2023 00:40","0"
"בית דגן קרינה","20/05/2023 00:50","0"
"בית דגן קרינה","20/05/2023 01:00","0"
"בית דגן קרינה","20/05/2023 01:10","0"
"בית דגן קרינה","20/05/2023 01:20","0"
"בית דגן קרינה","20/05/2023 01:30","0"
"בית דגן קרינה","20/05/2023 01:40","0"
"בית דגן קרינה","20/05/2023 01:50","0"
"בית דגן קרינה","20/05/2023 02:00","0"
"בית דגן קרינה","20/05/2023 02:10","0"
"בית דגן קרינה","20/05/2023 02:20","0"
"בית דגן קרינה","20/05/2023 02:30","0"
"בית דגן קרינה","20/05/2023 02:40","0"
"בית דגן קרינה","20/05/2023 02:50","0"
"בית דגן קרינה","20/05/2023 03:00","0"
"בית דגן קרינה","20/05/2023 03:10","0"
"בית דגן קרינה","20/05/2023 03:20","0"
"בית דגן קרינה","20/05/2023 03:30","0"
"בית דגן קרינה","20/05/2023 03:40","0"
"בית דגן קרינה","20/05/2023 03:50","0"
"בית דגן קרינה","20/05/2023 04:00","0"
"בית דגן קרינה","20/05/2023 04:10","0"
"בית דגן קרינה","20/05/2023 04:20","0"
"בית דגן קרינה","20/05/2023 04:30","0"
"בית דגן קרינה","20/05/2023 04:40","0"
"בית דגן קרינה","20/05/2023 04:50","0"
"בית דגן קרינה","20/05/2023 05:00","0"
"בית דגן קרינה","20/05/2023 05:10","0"
"בית דגן קרינה","20/05/2023 05:20","0"
"בית דגן קרינה","20/05/2023 05:30","0"
"בית דגן קרינה","20/05/2023 05:40","0"
"בית דגן קרינה","20/05/2023 05:50","0"
"בית דגן קרינה","20/05/2023 06:00","18"
"בית דגן קרינה","20/05/2023 06:10","29"
"בית דגן קרינה","20/05/2023 06:20","50"
"בית דגן קרינה","20/05/2023 06:30","73"
"בית דגן קרינה","20/05/2023 06:40","67"
"בית דגן קרינה","20/05/2023 06:50","73"
"בית דגן קרינה","20/05/2023 07:00","196"
"בית דגן קרינה","20/05/2023 07:10","200"
"בית דגן קרינה","20/05/2023 07:20","116"
"בית דגן קרינה","20/05/2023 07:30","195"
"בית דגן קרינה","20/05/2023 07:40","245"
"בית דגן קרינה","20/05/2023 07:50","277"
"בית דגן קרינה","20/05/2023 08:00","249"
"בית דגן קרינה","20/05/2023 08:10","287"
"בית דגן קרינה","20/05/2023 08:20","298"
"בית דגן קרינה","20/05/2023 08:30","273"
"בית דגן קרינה","20/05/2023 08:40","353"
"בית דגן קרינה","20/05/2023 08:50","468"
"בית דגן קרינה","20/05/2023 09:00","382"
"בית דגן קרינה","20/05/2023 09:10","254"
"בית דגן קרינה","20/05/2023 09:20","277"
"בית דגן קרינה","20/05/2023 09:30","279"
"בית דגן קרינה","20/05/2023 09:40","288"
"בית דגן קרינה","20/05/2023 09:50","409"
"בית דגן קרינה","20/05/2023 10:00","662"
"בית דגן קרינה","20/05/2023 10:10","310"
"בית דגן קרינה","20/05/2023 10:20","733"
"בית דגן קרינה","20/05/2023 10:30","773"
"בית דגן קרינה","20/05/2023 10:40","710"
"בית דגן קרינה","20/05/2023 10:50","962"
"בית דגן קרינה","20/05/2023 11:00","877"
"בית דגן קרינה","20/05/2023 11:10","822"
"בית דגן קרינה","20/05/2023 11:20","902"
"בית דגן קרינה","20/05/2023 11:30","920"
"בית דגן קרינה","20/05/2023 11:40","1002"
"בית דגן קרינה","20/05/2023 11:50","881"
"בית דגן קרינה","20/05/2023 12:00","1041"
"בית דגן קרינה","20/05/2023 12:10","1025"
"בית דגן קרינה","20/05/2023 12:20","934"
"בית דגן קרינה","20/05/2023 12:30","1041"
"בית דגן קרינה","20/05/2023 12:40","1040"
"בית דגן קרינה","20/05/2023 12:50","1024"
"בית דגן קרינה","20/05/2023 13:00","1031"
"בית דגן קרינה","20/05/2023 13:10","1023"
"בית דגן קרינה","20/05/2023 13:20","1015"
"בית דגן קרינה","20/05/2023 13:30","999"
"בית דגן קרינה","20/05/2023 13:40","999"
"בית דגן קרינה","20/05/2023 13:50","984"
"בית דגן קרינה","20/05/2023 14:00","972"
"בית דגן קרינה","20/05/2023 14:10","957"
"בית דגן קרינה","20/05/2023 14:20","930"
"בית דגן קרינה","20/05/2023 14:30","924"
"בית דגן קרינה","20/05/2023 14:40","923"
"בית דגן קרינה","20/05/2023 14:50","868"
"בית דגן קרינה","20/05/2023 15:00","829"
"בית דגן קרינה","20/05/2023 15:10","854"
"בית דגן קרינה","20/05/2023 15:20","860"
"בית דגן קרינה","20/05/2023 15:30","582"
"בית דגן קרינה","20/05/2023 15:40","826"
"בית דגן קרינה","20/05/2023 15:50","811"
"בית דגן קרינה","20/05/2023 16:00","615"
"בית דגן קרינה","20/05/2023 16:10","586"
"בית דגן קרינה","20/05/2023 16:20","539"
"בית דגן קרינה","20/05/2023 16:30","405"
"בית דגן קרינה","20/05/2023 16:40","448"
"בית דגן קרינה","20/05/2023 16:50","533"
"בית דגן קרינה","20/05/2023 17:00","300"
"בית דגן קרינה","20/05/2023 17:10","365"
"בית דגן קרינה","20/05/2023 17:20","429"
"בית דגן קרינה","20/05/2023 17:30","378"
"בית דגן קרינה","20/05/2023 17:40","360"
"בית דגן קרינה","20/05/2023 17:50","318"
"בית דגן קרינה","20/05/2023 18:00","281"
"בית דגן קרינה","20/05/2023 18:10","240"
"בית דגן קרינה","20/05/2023 18:20","191"
"בית דגן קרינה","20/05/2023 18:30","172"
"בית דגן קרינה","20/05/2023 18:40","133"
"בית דגן קרינה","20/05/2023 18:50","100"
"בית דגן קרינה","20/05/2023 19:00","52"
"בית דגן קרינה","20/05/2023 19:10","32"
"בית דגן קרינה","20/05/2023 19:20","19"
"בית דגן קרינה","20/05/2023 19:30","0"
"בית דגן קרינה","20/05/2023 19:40","0"
"בית דגן קרינה","20/05/2023 19:50","0"
"בית דגן קרינה","20/05/2023 20:00","0"
"בית דגן קרינה","20/05/2023 20:10","0"
"בית דגן קרינה","20/05/2023 20:20","0"
"בית דגן קרינה","20/05/2023 20:30","0"
"בית דגן קרינה","20/05/2023 20:40","0"
"בית דגן קרינה","20/05/2023 20:50","0"
"בית דגן קרינה","20/05/2023 21:00","0"
"בית דגן קרינה","20/05/2023 21:10","0"
"בית דגן קרינה","20/05/2023 21:20","0"
"בית דגן קרינה","20/05/2023 21:30","0"
"בית דגן קרינה","20/05/2023 21:40","0"
"בית דגן קרינה","20/05/2023 21:50","0"
"בית דגן קרינה","20/05/2023 22:00","0"
"בית דגן קרינה","20/05/2023 22:10","0"
"בית דגן קרינה","20/05/2023 22:20","0"
"בית דגן קרינה","20/05/2023 22:30","0"
"בית דגן קרינה","20/05/2023 22:40","0"
"בית דגן קרינה","20/05/2023 22:50","0"
"בית דגן קרינה","20/05/2023 23:00","0"
"בית דגן קרינה","20/05/2023 23:10","0"
"בית דגן קרינה","20/05/2023 23:20","0"
"בית דגן קרינה","20/05/2023 23:30","0"
"בית דגן קרינה","20/05/2023 23:40","0"
"בית דגן קרינה","20/05/2023 23:50","0"
"בית דגן קרינה","21/05/2023 00:00","0"
"בית דגן קרינה","21/05/2023 00:10","0"
"בית דגן קרינה","21/05/2023 00:20","0"
"בית דגן קרינה","21/05/2023 00:30","0"
"בית דגן קרינה","21/05/2023 00:40","0"
"בית דגן קרינה","21/05/2023 00:50","0"
"בית דגן קרינה","21/05/2023 01:00","0"
"בית דגן קרינה","21/05/2023 01:10","0"
"בית דגן קרינה","21/05/2023 01:20","0"
"בית דגן קרינה","21/05/2023 01:30","0"
"בית דגן קרינה","21/05/2023 01:40","0"
"בית דגן קרינה","21/05/2023 01:50","0"
"בית דגן קרינה","21/05/2023 02:00","0"
"בית דגן קרינה","21/05/2023 02:10","0"
"בית דגן קרינה","21/05/2023 02:20","0"
"בית דגן קרינה","21/05/2023 02:30","0"
"בית דגן קרינה","21/05/2023 02:40","0"
"בית דגן קרינה","21/05/2023 02:50","0"
"בית דגן קרינה","21/05/2023 03:00","0"
"בית דגן קרינה","21/05/2023 03:10","0"
"בית דגן קרינה","21/05/2023 03:20","0"
"בית דגן קרינה","21/05/2023 03:30","0"
"בית דגן קרינה","21/05/2023 03:40","0"
"בית דגן קרינה","21/05/2023 03:50","0"
